combo,iterations,depth,learning_rate,l2_leaf_reg,bagging_temperature,mean_rmse_cv,std_rmse_cv,sharpe,dir_acc_pct,mae_pct,profit_factor,TP,TN,FP,FN,accuracy,elapsed_s
25,100000,8,0.1,25.0,1.5,0.0074616819834183975,0.002119693720049442,0.050719082705107284,51.36005202829038,100.14698698414925,1.169495295862783,18824,12765,17142,12774,0.5136005202829038,6.9
26,10000,8,0.1,25.0,1.0,0.0074616819834183975,0.002119693720049442,0.050719082705107284,51.36005202829038,100.14698698414925,1.169495295862783,18824,12765,17142,12774,0.5136005202829038,6.8
48,25000,8,0.03,25.0,0.5,0.007465581483808968,0.002121985590318678,0.0425430613617599,52.259165921469794,100.04802214700024,1.1403133048690304,21300,10842,19065,10298,0.522591659214698,8.4
43,10000,6,0.1,7.0,1.5,0.007463316694127468,0.002129874310891954,0.0420679428600375,52.698154621575476,99.79456339065425,1.138640644999645,19088,13324,16583,12510,0.5269815462157548,3.7
20,100000,6,0.03,7.0,1.5,0.007458372924969004,0.0021295902299586496,0.04094854836722521,52.69165108527763,99.84398627502229,1.1347097292295554,19324,13084,16823,12274,0.5269165108527762,4.7
30,5000,8,0.1,20.0,1.5,0.007470746852460875,0.0021220968556251753,0.040816553606891584,51.83481017803431,100.04478752708312,1.1342471269741579,20005,11876,18031,11593,0.5183481017803431,7.3
23,5000,6,0.05,43.0,1.5,0.00746116636147377,0.002133027911969607,0.040292360450901295,52.89651247866027,99.9657224323664,1.1324118905083518,19679,12855,17052,11919,0.5289651247866027,5.1
47,25000,6,0.03,5.0,1.0,0.007460253977034498,0.002128493473091522,0.03880418407295943,52.70790992602228,100.00261283189226,1.1272182157978003,19768,12650,17257,11830,0.5270790992602228,6.7
35,10000,6,0.1,3.0,0.5,0.007468037656521235,0.002128375204498354,0.03800095595755893,52.86236891309649,99.87007617195836,1.124425107681211,21717,10796,19111,9881,0.5286236891309649,4.2
10,25000,8,0.05,15.0,0.5,0.00747090147576354,0.0021188064786658895,0.03702320788318807,52.83635476790505,99.86861508355936,1.1210346720944147,25228,7269,22638,6370,0.5283635476790505,6.9
45,5000,8,0.05,15.0,1.0,0.00747090147576354,0.0021188064786658895,0.03702320788318807,52.83635476790505,99.86861508355936,1.1210346720944147,25228,7269,22638,6370,0.5283635476790505,6.8
58,5000,6,0.05,11.0,0.5,0.007462681628672474,0.0021255114262742915,0.03663016079631069,52.824973579383794,100.0233127144583,1.1196746871885417,21720,10770,19137,9878,0.5282497357938379,5.5
41,2000,8,0.01,7.0,0.5,0.0074635347876398,0.0021273147162646235,0.03488375577096456,52.33233070482075,100.01361339723552,1.1136522731296759,19654,12533,17374,11944,0.5233233070482075,9.8
50,10000,8,0.01,7.0,1.0,0.0074635347876398,0.0021273147162646235,0.03488375577096456,52.33233070482075,100.01361339723552,1.1136522731296759,19654,12533,17374,11944,0.5233233070482075,10.5
40,10000,8,0.01,11.0,1.0,0.007462656642840022,0.0021270628525862415,0.034068565790828086,52.238029428501754,99.99884534085494,1.1108524423036445,19559,12570,17337,12039,0.5223802942850175,9.9
61,100000,8,0.01,11.0,1.0,0.007462656642840022,0.0021270628525862415,0.034068565790828086,52.238029428501754,99.99884534085494,1.1108524423036445,19559,12570,17337,12039,0.5223802942850175,10.4
44,100000,6,0.03,15.0,0.5,0.0074559316203868615,0.002131456275018379,0.03361981922172474,52.34696366149093,99.86584646707438,1.1093142523708053,19445,12751,17156,12153,0.5234696366149093,5.7
15,2000,6,0.01,15.0,1.0,0.007452014194889478,0.0021338776229731546,0.033183748230050374,52.05918218031055,99.85916686114807,1.1078215907928597,19423,12596,17311,12175,0.5205918218031055,8.2
14,2000,6,0.01,20.0,1.5,0.007451176258834731,0.0021355279888590557,0.03317252853485525,51.99577270140638,99.83786930507692,1.1077832130375864,18811,13169,16738,12787,0.5199577270140638,8.3
66,25000,6,0.01,20.0,1.0,0.007451176258834731,0.0021355279888590557,0.03317252853485525,51.99577270140638,99.83786930507692,1.1077832130375864,18811,13169,16738,12787,0.5199577270140638,8.6
9,100000,8,0.03,20.0,1.5,0.007464753545200105,0.0021255114938073137,0.03259760904682812,52.28355418258678,100.02054179408589,1.1058184725072688,21578,10579,19328,10020,0.5228355418258678,8.2
53,10000,6,0.005,3.0,0.5,0.007455618058104753,0.002131618900002372,0.03227376642367546,52.33070482074628,99.8377244391332,1.1047133299391898,19932,12254,17653,11666,0.5233070482074628,9.0
59,2000,6,0.1,43.0,1.0,0.007467717829047958,0.002132374559991992,0.031841800260435586,52.62824160637346,99.97858984931652,1.1032409564691952,21223,11146,18761,10375,0.5262824160637346,4.6
72,5000,6,0.1,43.0,0.5,0.007467717829047958,0.002132374559991992,0.031841800260435586,52.62824160637346,99.97858984931652,1.1032409564691952,21223,11146,18761,10375,0.5262824160637346,4.3
3,2000,6,0.01,5.0,0.5,0.007454267935611411,0.002132269378299284,0.03141167874626459,52.30469067555483,99.87664796951819,1.1017768558000103,19712,12458,17449,11886,0.5230469067555483,8.0
8,2000,8,0.01,20.0,1.5,0.007462273383939351,0.002127104463914942,0.030041943454247814,52.1225916592147,100.02141356492176,1.0971275441161454,19760,12298,17609,11838,0.521225916592147,11.2
5,5000,8,0.01,43.0,0.5,0.007467746868380238,0.002122080100147439,0.0295408355933414,52.23965531257622,99.95754348719147,1.0954316175181933,23258,8872,21035,8340,0.5223965531257622,7.7
36,5000,6,0.005,7.0,0.5,0.007456675217753446,0.0021310029491476237,0.029033548017252688,52.09169986179985,99.85255616813176,1.0937174917378334,19587,12452,17455,12011,0.5209169986179986,9.5
57,100000,6,0.005,7.0,0.5,0.007456675217753446,0.0021310029491476237,0.029033548017252688,52.09169986179985,99.85255616813176,1.0937174917378334,19587,12452,17455,12011,0.5209169986179986,10.4
2,2000,8,0.03,15.0,0.5,0.007468106233251594,0.0021217038884127916,0.027566472494124646,52.44126493780994,99.92668602333904,1.0887755670875445,22130,10124,19783,9468,0.5244126493780994,7.0
7,2000,8,0.1,43.0,0.5,0.007470906643438149,0.0021191480299256834,0.02685681672140381,51.3356637671734,100.0239487409875,1.0863931988924773,20569,11005,18902,11029,0.513356637671734,7.1
22,25000,8,0.1,43.0,0.5,0.007470906643438149,0.0021191480299256834,0.02685681672140381,51.3356637671734,100.0239487409875,1.0863931988924773,20569,11005,18902,11029,0.513356637671734,6.9
52,25000,8,0.1,3.0,1.5,0.0074763855939823974,0.0021421916489621456,0.02623071313950976,52.11933989106576,99.98917085341178,1.0842957167793432,20824,11232,18675,10774,0.5211933989106576,6.6
21,2000,6,0.01,7.0,0.5,0.007454709941819149,0.0021319750032821843,0.025975484987789392,52.11933989106576,99.85559828176552,1.083441867919815,19643,12413,17494,11955,0.5211933989106576,7.4
28,25000,6,0.01,7.0,1.0,0.007454709941819149,0.0021319750032821843,0.025975484987789392,52.11933989106576,99.85559828176552,1.083441867919815,19643,12413,17494,11955,0.5211933989106576,8.3
29,100000,6,0.01,7.0,0.5,0.007454709941819149,0.0021319750032821843,0.025975484987789392,52.11933989106576,99.85559828176552,1.083441867919815,19643,12413,17494,11955,0.5211933989106576,8.1
12,100000,6,0.01,11.0,0.5,0.007450826266161321,0.0021346727359289365,0.02549953709926811,52.06731160068288,99.83969667759935,1.0818514379170074,19364,12660,17247,12234,0.5206731160068288,8.3
65,2000,8,0.01,15.0,1.5,0.007465472581786953,0.0021242632073371847,0.025203368095257462,52.106332818470044,99.92844030403894,1.0808629537911654,21842,10206,19701,9756,0.5210633281847005,7.6
60,2000,6,0.03,43.0,0.5,0.007459763387240882,0.002131958630648829,0.02375877026524233,52.25754003739533,99.96261635885183,1.0760546242547222,18554,13587,16320,13044,0.5225754003739533,6.1
32,5000,6,0.005,15.0,1.5,0.007456240632162006,0.0021316820177523657,0.023415027579417918,51.84293959840664,99.87246009040996,1.0749136774998205,18785,13101,16806,12813,0.5184293959840663,10.8
69,5000,6,0.005,43.0,0.5,0.007459478180637651,0.002130019708018015,0.0232647142981126,51.854320786927886,99.9233532816276,1.0744151447219623,19076,12817,17090,12522,0.5185432078692789,11.5
16,2000,8,0.005,43.0,1.5,0.007467266466452696,0.002123538575717434,0.020417473164168344,52.08519632550199,99.95954833945814,1.0650160147309693,22541,9494,20413,9057,0.5208519632550199,8.2
39,2000,8,0.005,43.0,0.5,0.007467266466452696,0.002123538575717434,0.020417473164168344,52.08519632550199,99.95954833945814,1.0650160147309693,22541,9494,20413,9057,0.5208519632550199,9.4
18,5000,8,0.005,25.0,1.5,0.007465188182469875,0.002124520264409053,0.018809839307655802,51.701487683928136,99.95214606047222,1.0597457925181748,20667,11132,18775,10931,0.5170148768392814,9.3
13,25000,6,0.001,3.0,0.5,0.007462798068826382,0.0021264138865515012,0.018539874813803304,52.013657426225514,99.88186464358361,1.0588633710216357,20726,11265,18642,10872,0.5201365742622551,12.6
34,25000,6,0.001,3.0,1.0,0.007462798068826382,0.0021264138865515012,0.018539874813803304,52.013657426225514,99.88186464358361,1.0588633710216357,20726,11265,18642,10872,0.5201365742622551,12.2
63,10000,6,0.001,20.0,1.0,0.007464380275869502,0.002125636238760394,0.017927647107732057,51.81529956914071,99.91847607125285,1.0568649584602092,20260,11609,18298,11338,0.5181529956914072,12.6
55,100000,6,0.05,25.0,0.5,0.007461099430418554,0.002133015372760711,0.016499242284388444,51.309649621981954,100.1073143903349,1.0522172086599648,16507,15051,14856,15091,0.5130964962198196,5.2
38,10000,6,0.05,20.0,1.5,0.0074670196063606475,0.0021282182908853677,0.01630839371475809,51.220225997886345,100.16192958588992,1.0515977895216873,16298,15205,14702,15300,0.5122022599788635,5.9
6,5000,8,0.005,3.0,1.0,0.007468680074503959,0.0021235537433080486,0.015669131633823084,51.981139744736204,99.94858020446652,1.0495256765515144,22435,9536,20371,9163,0.519811397447362,7.3
19,25000,8,0.005,3.0,1.5,0.007468680074503959,0.0021235537433080486,0.015669131633823084,51.981139744736204,99.94858020446652,1.0495256765515144,22435,9536,20371,9163,0.519811397447362,7.7
31,2000,6,0.001,15.0,1.0,0.007464145873233435,0.0021256721236160526,0.01501669929450995,51.76814893098122,99.91453409299146,1.0474151208092652,20580,11260,18647,11018,0.5176814893098122,12.7
17,5000,8,0.001,20.0,0.5,0.007465892407795294,0.002124540924263168,0.014812060085704308,51.6982359157792,99.93909233996725,1.0467540150379737,21648,10149,19758,9950,0.516982359157792,13.0
42,10000,8,0.001,20.0,0.5,0.007465892407795294,0.002124540924263168,0.014812060085704308,51.6982359157792,99.93909233996725,1.0467540150379737,21648,10149,19758,9950,0.516982359157792,10.7
51,2000,8,0.001,20.0,1.5,0.007465892407795294,0.002124540924263168,0.014812060085704308,51.6982359157792,99.93909233996725,1.0467540150379737,21648,10149,19758,9950,0.516982359157792,12.0
70,10000,8,0.005,15.0,1.5,0.007465531639905465,0.002124576934940577,0.014767821874539379,51.56003576944964,99.95931050536949,1.0466111547576735,20471,11241,18666,11127,0.5156003576944964,9.1
1,100000,8,0.001,15.0,1.0,0.00746553078408581,0.0021247284145124,0.014614934159286835,51.59255345093895,99.94906457575172,1.0461175795257256,21325,10407,19500,10273,0.5159255345093895,13.2
4,5000,8,0.1,11.0,1.5,0.007472463071907351,0.0021232807036107152,0.01395186109794403,51.76814893098122,99.83119564322821,1.0439796614372814,22730,9110,20797,8868,0.5176814893098122,6.9
11,2000,8,0.005,11.0,1.0,0.007467574581884172,0.0021232970884946852,0.01375617568548445,51.724250060970654,99.96648928447716,1.0433495634344858,22079,9734,20173,9519,0.5172425006097066,7.8
24,100000,8,0.005,11.0,1.0,0.007467574581884172,0.0021232970884946852,0.01375617568548445,51.724250060970654,99.96648928447716,1.0433495634344858,22079,9734,20173,9519,0.5172425006097066,7.8
62,5000,8,0.005,11.0,1.0,0.007467574581884172,0.0021232970884946852,0.01375617568548445,51.724250060970654,99.96648928447716,1.0433495634344858,22079,9734,20173,9519,0.5172425006097066,7.6
37,5000,8,0.001,7.0,1.5,0.007464945172019402,0.002125228934403273,0.012606509732343068,51.53889927648159,99.94455698391464,1.0396554235963842,21343,10356,19551,10255,0.5153889927648159,14.2
71,10000,8,0.001,7.0,1.0,0.007464945172019402,0.002125228934403273,0.012606509732343068,51.53889927648159,99.94455698391464,1.0396554235963842,21343,10356,19551,10255,0.5153889927648159,13.4
33,100000,8,0.1,15.0,1.0,0.007473324385325132,0.002120664786257563,0.012477301652013377,51.94537029509796,99.84621078303331,1.0392410729506285,24329,7620,22287,7269,0.5194537029509796,6.6
67,100000,8,0.001,5.0,1.5,0.0074645082127252045,0.0021254949883403947,0.01230274183346065,51.566539305747504,99.94112338343517,1.038681550288135,21297,10419,19488,10301,0.515665393057475,14.1
68,10000,8,0.005,5.0,0.5,0.007467904131778953,0.0021239412400296926,0.012052868745738281,51.85106901877896,99.96233171279997,1.0378811512462045,21877,10014,19893,9721,0.5185106901877896,7.9
54,100000,6,0.1,20.0,0.5,0.0074615907829130666,0.0021354446487705536,0.01026209285208412,51.11616941712056,99.94301166365005,1.0321630372472619,17935,13504,16403,13663,0.5111616941712056,4.3
27,5000,8,0.001,25.0,1.0,0.007466113123781705,0.0021243632707252462,0.010183661395370601,51.374684984960574,99.96035700059896,1.031913324124087,21219,10379,19528,10379,0.5137468498496057,14.3
56,10000,8,0.001,25.0,1.5,0.007466113123781705,0.0021243632707252462,0.010183661395370601,51.374684984960574,99.96035700059896,1.031913324124087,21219,10379,19528,10379,0.5137468498496057,13.6
64,2000,8,0.001,25.0,1.0,0.007466113123781705,0.0021243632707252462,0.010183661395370601,51.374684984960574,99.96035700059896,1.031913324124087,21219,10379,19528,10379,0.5137468498496057,13.9
49,2000,8,0.05,20.0,0.5,0.00747050693667897,0.0021211256485867795,0.007129328537196355,51.15031298268433,99.96820879834826,1.0222359066512854,21541,9919,19988,10057,0.5115031298268433,7.2
46,2000,6,0.03,20.0,1.0,0.007456323853492546,0.0021339823323042943,0.006813784969022268,51.35354849199252,99.90663923948262,1.0212413418322697,18162,13423,16484,13436,0.5135354849199252,5.3
